id,name,street,stars,latitude,longitude,imageUrl,locationId
546,B&B Il Paradiso di Dante,Via Francesco Saverio Correra,4,40.8510083,14.2479699,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4721
547,Apartments Amalfi Design Sea View,Via Annunziatella,4,40.6337743,14.6002736,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,207
548,Apartments Amalfi Design,Via Truglio,5,40.6350269,14.6015811,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,207
549,Hotel Toledo,Via Montecalvario,3,40.8424001,14.2476018,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4721
550,Hotel Angelina,Via Cappuccini,5,40.6319406,14.3942932,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6784
551,Hotel Bougainville,Via Cristoforo Colombo,5,40.6301019,14.4864469,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5697
552,Hotel Mary,Corso Filangieri,4,40.6602471,14.4240633,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8185
553,Hotel Sporting,Corso Filangieri,3,40.663057,14.4238058,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8185
554,La Margherita - Villa Giuseppina,Via Torricella,2,40.6504923,14.6048242,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6996
555,4 Stagioni,Via Marina Piccola,4,40.5495716,14.2369252,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1366
556,Albergo Del Monte,Via provinciale Montaguto Orsara,4,41.2499997,15.2478042,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4377
557,Terrazza sul VESUVIO - Casa Vacanze,Via Avini,4,40.8084554,14.4952419,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7519
558,Hotel Belvedere,Via Smeraldo,4,40.6147293,14.5755376,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2337
559,Grand Hotel Tritone,Via Campo,4,40.6177785,14.5169719,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5731
560,limone apartments,Via Pasquale Voso,5,40.3545077,14.9998717,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,73
561,La Casa sul mare,Salita Castello,1,40.7617078,14.032072,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5799
562,Hotel Marad,Via Benedetto Croce,1,40.7974457,14.3758757,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7643
563,Villa Maria Cristina,Via Acquaviva,2,41.0670581,14.3321415,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1577
564,b&b stella,Vico Stella,1,40.6631295,14.4252471,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,8185
565,da SOFIA,Via Salerno,4,40.1107502,15.2322466,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5509
566,Hotel Ficocella,Via Ficocella,4,40.0350406,15.2858906,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,1969
567,Hotel Irpinia,Piazza Demanio,2,40.9391856,14.7430452,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5007
568,Hotel La Conca Azzurra,Via Smeraldo,2,40.6146706,14.566405,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,2337
569,Grand Hotel Convento di Amalfi,Via Annunziatella,3,40.633154,14.5971992,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,207
570,Hotel Corallo,Via Nuovo Rione Cappuccini,5,40.6351832,14.3906845,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6784
571,Villa Igea Hotel,Via Capo,3,40.6288298,14.3553096,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7293
572,Bel sito hotel le due torri,Strada Statale 7 Appia,4,40.9544734,14.8364019,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,3903
573,Luxury Art Resort Galleria Umberto I,Galleria Umberto I,4,40.8382701,14.2492695,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4721
574,Hotel Santa Brigida,Via Santa Brigida,3,40.8392834,14.2488,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4721
575,Hotel Desiree,Via Capo,5,40.6283973,14.3612899,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7293
576,Golden Hotel,Via dei Fiorentini,3,40.8423464,14.2509475,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4721
577,Hotel NeapolitanTrips,Via dei Fiorentini,2,40.8425536,14.251161,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4721
578,Gocce di Capri - Hotel & Serviced Residence,Via delle Tore,2,40.5967636,14.3403212,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,4018
579,Hotel Pellegrino,Via Gennaro Capriglione,3,40.6165004,14.5220281,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,5731
580,Rivoli,Via Santa Maria delle Grazie,2,40.6265768,14.373885,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7293
581,"""Tirreno"" Hotel",Corso Italia,4,40.0735797,15.6287128,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,6938
582,Hotel Il Faro,Via Marina Piccola,3,40.6284349,14.3750701,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7293
583,Yacht Club Capo Cervo Suites Sorrento,Via Marina Piccola,5,40.628915,14.3752765,https://rpcgfwithmoyezrdeahj.supabase.co/storage/v1/object/public/hotels/hotel.avif,7293
