id,train_id,origin_station_id,destination_station_id,departure_time,arrival_time,price,changes,available_seats,created_at
2000033,1000033,900025,900155,2026-01-11 08:10:00,2026-01-11 08:35:00,12,0,47,2026-03-30 09:00:00
2000034,1000034,900025,900159,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,54,2026-03-30 09:00:00
2000035,1000035,900026,900136,2026-01-10 10:40:00,2026-01-10 11:05:00,14,0,61,2026-03-30 09:00:00
2000036,1000036,900026,900305,2026-01-11 12:05:00,2026-01-11 12:30:00,14,0,68,2026-03-30 09:00:00
2000037,1000037,900027,900028,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,12,2026-03-30 09:00:00
2000038,1000038,900027,900216,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,0,2026-03-30 09:00:00
2000039,1000039,900028,900027,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,26,2026-03-30 09:00:00
2000040,1000040,900028,900216,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,33,2026-03-30 09:00:00
2000041,1000041,900029,900126,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,40,2026-03-30 09:00:00
2000042,1000042,900029,900301,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,47,2026-03-30 09:00:00
2000043,1000043,900030,900116,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,54,2026-03-30 09:00:00
2000044,1000044,900030,900037,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,61,2026-03-30 09:00:00
2000045,1000045,900031,900258,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,68,2026-03-30 09:00:00
2000046,1000046,900031,900115,2026-01-09 12:05:00,2026-01-09 12:30:00,14,0,12,2026-03-30 09:00:00
2000047,1000047,900032,900102,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,19,2026-03-30 09:00:00
2000048,1000048,900032,900190,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,26,2026-03-30 09:00:00
2000049,1000049,900033,900099,2026-01-09 18:35:00,2026-01-09 19:00:00,12,0,33,2026-03-30 09:00:00
2000050,1000050,900033,900194,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,40,2026-03-30 09:00:00
2000051,1000051,900034,900315,2026-01-11 06:15:00,2026-01-11 06:40:00,12,0,47,2026-03-30 09:00:00
2000052,1000052,900034,900204,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,54,2026-03-30 09:00:00
2000053,1000053,900035,900195,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,61,2026-03-30 09:00:00
2000054,1000054,900035,900064,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,68,2026-03-30 09:00:00
2000055,1000055,900036,900114,2026-01-09 10:40:00,2026-01-09 11:05:00,12,0,12,2026-03-30 09:00:00
2000056,1000056,900036,900285,2026-01-10 12:05:00,2026-01-10 12:30:00,12,0,19,2026-03-30 09:00:00
2000057,1000057,900037,900179,2026-01-11 14:15:00,2026-01-11 14:40:00,12,0,26,2026-03-30 09:00:00
2000058,1000058,900037,900116,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,33,2026-03-30 09:00:00
2000059,1000059,900038,900110,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,40,2026-03-30 09:00:00
2000060,1000060,900038,900241,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,47,2026-03-30 09:00:00
2000061,1000061,900039,900184,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,54,2026-03-30 09:00:00
2000062,1000062,900039,900148,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,61,2026-03-30 09:00:00
2000063,1000063,900040,900178,2026-01-11 08:10:00,2026-01-11 08:35:00,12,0,68,2026-03-30 09:00:00
2000064,1000064,900040,900083,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,12,2026-03-30 09:00:00
2000065,1000065,900041,900207,2026-01-10 10:40:00,2026-01-10 11:05:00,12,0,19,2026-03-30 09:00:00
2000066,1000066,900041,900296,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,26,2026-03-30 09:00:00
2000067,1000067,900042,900245,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,33,2026-03-30 09:00:00
2000068,1000068,900042,900208,2026-01-10 16:20:00,2026-01-10 16:45:00,14,0,40,2026-03-30 09:00:00
2000069,1000069,900043,900070,2026-01-11 18:35:00,2026-01-11 19:00:00,12,0,47,2026-03-30 09:00:00
2000070,1000070,900043,900288,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,54,2026-03-30 09:00:00
2000071,1000071,900044,900111,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,61,2026-03-30 09:00:00
2000072,1000072,900044,900076,2026-01-11 07:05:00,2026-01-11 07:30:00,14,0,68,2026-03-30 09:00:00
2000073,1000073,900045,900143,2026-01-09 08:10:00,2026-01-09 08:35:00,12,0,12,2026-03-30 09:00:00
2000074,1000074,900045,900171,2026-01-10 09:25:00,2026-01-10 09:50:00,14,0,19,2026-03-30 09:00:00
2000075,1000075,900046,900215,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,0,2026-03-30 09:00:00
2000076,1000076,900046,900163,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,33,2026-03-30 09:00:00
2000077,1000077,900047,900050,2026-01-10 14:15:00,2026-01-10 14:40:00,12,0,40,2026-03-30 09:00:00
2000078,1000078,900047,900145,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,47,2026-03-30 09:00:00
2000079,1000079,900048,900053,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,54,2026-03-30 09:00:00
2000080,1000080,900048,900049,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,61,2026-03-30 09:00:00
2000081,1000081,900049,900230,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,68,2026-03-30 09:00:00
2000082,1000082,900049,900167,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,12,2026-03-30 09:00:00
2000083,1000083,900050,900047,2026-01-10 08:10:00,2026-01-10 08:35:00,12,0,19,2026-03-30 09:00:00
2000084,1000084,900050,900292,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,26,2026-03-30 09:00:00
2000085,1000085,900051,900155,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,33,2026-03-30 09:00:00
2000086,1000086,900051,900025,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,40,2026-03-30 09:00:00
2000087,1000087,900052,900153,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,47,2026-03-30 09:00:00
2000088,1000088,900052,900125,2026-01-09 16:20:00,2026-01-09 16:45:00,14,0,54,2026-03-30 09:00:00
2000089,1000089,900053,900048,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,61,2026-03-30 09:00:00
2000090,1000090,900053,900220,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,68,2026-03-30 09:00:00
2000091,1000091,900054,901104,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,12,2026-03-30 09:00:00
2000092,1000092,900054,901156,2026-01-10 07:05:00,2026-01-10 07:30:00,14,0,19,2026-03-30 09:00:00
2000093,1000093,900055,900038,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,26,2026-03-30 09:00:00
2000094,1000094,900055,900156,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,33,2026-03-30 09:00:00
2000095,1000095,900056,900192,2026-01-10 10:40:00,2026-01-10 11:05:00,12,0,40,2026-03-30 09:00:00
2000096,1000096,900056,900193,2026-01-11 12:05:00,2026-01-11 12:30:00,12,0,47,2026-03-30 09:00:00
2000097,1000097,900057,900187,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,54,2026-03-30 09:00:00
2000098,1000098,900057,900123,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,61,2026-03-30 09:00:00
2000099,1000099,900058,900219,2026-01-11 18:35:00,2026-01-11 19:00:00,12,0,68,2026-03-30 09:00:00
2000100,1000100,900058,900277,2026-01-09 20:10:00,2026-01-09 20:35:00,12,0,12,2026-03-30 09:00:00
2000101,1000101,900059,900166,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,19,2026-03-30 09:00:00
2000102,1000102,900059,900271,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,26,2026-03-30 09:00:00
2000103,1000103,900060,900206,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,33,2026-03-30 09:00:00
2000104,1000104,900060,900238,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,40,2026-03-30 09:00:00
2000105,1000105,900061,900242,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,47,2026-03-30 09:00:00
2000106,1000106,900061,900150,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,54,2026-03-30 09:00:00
2000107,1000107,900062,900262,2026-01-10 14:15:00,2026-01-10 14:40:00,14,0,61,2026-03-30 09:00:00
2000108,1000108,900062,900260,2026-01-11 16:20:00,2026-01-11 16:45:00,14,0,68,2026-03-30 09:00:00
2000109,1000109,900063,900023,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,12,2026-03-30 09:00:00
2000110,1000110,900063,900314,2026-01-10 20:10:00,2026-01-10 20:35:00,14,0,19,2026-03-30 09:00:00
2000111,1000111,900064,900152,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,26,2026-03-30 09:00:00
2000112,1000112,900064,900035,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,0,2026-03-30 09:00:00
2000113,1000113,900065,900066,2026-01-10 08:10:00,2026-01-10 08:35:00,12,0,40,2026-03-30 09:00:00
2000114,1000114,900065,900117,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,47,2026-03-30 09:00:00
2000115,1000115,900066,900065,2026-01-09 10:40:00,2026-01-09 11:05:00,12,0,54,2026-03-30 09:00:00
2000116,1000116,900066,900288,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,61,2026-03-30 09:00:00
2000117,1000117,900067,900021,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,68,2026-03-30 09:00:00
2000118,1000118,900067,900024,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,12,2026-03-30 09:00:00
2000119,1000119,900068,900212,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,19,2026-03-30 09:00:00
2000120,1000120,900068,900210,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,26,2026-03-30 09:00:00
2000121,1000121,900069,900195,2026-01-09 06:15:00,2026-01-09 06:40:00,13,0,33,2026-03-30 09:00:00
2000122,1000122,900069,900317,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,40,2026-03-30 09:00:00
2000123,1000123,900070,900043,2026-01-11 08:10:00,2026-01-11 08:35:00,12,0,47,2026-03-30 09:00:00
2000124,1000124,900070,900249,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,54,2026-03-30 09:00:00
2000125,1000125,900071,900100,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,61,2026-03-30 09:00:00
2000126,1000126,900071,900267,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,68,2026-03-30 09:00:00
2000127,1000127,900072,900084,2026-01-09 14:15:00,2026-01-09 14:40:00,12,0,12,2026-03-30 09:00:00
2000128,1000128,900072,900189,2026-01-10 16:20:00,2026-01-10 16:45:00,12,0,19,2026-03-30 09:00:00
2000129,1000129,900073,900135,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,26,2026-03-30 09:00:00
2000130,1000130,900073,900082,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,33,2026-03-30 09:00:00
2000131,1000131,900074,900106,2026-01-10 06:15:00,2026-01-10 06:40:00,12,0,40,2026-03-30 09:00:00
2000132,1000132,900074,900103,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,47,2026-03-30 09:00:00
2000133,1000133,900075,900171,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,54,2026-03-30 09:00:00
2000134,1000134,900075,900164,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,61,2026-03-30 09:00:00
2000135,1000135,900076,900111,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,68,2026-03-30 09:00:00
2000136,1000136,900076,900108,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,12,2026-03-30 09:00:00
2000137,1000137,900077,900078,2026-01-10 14:15:00,2026-01-10 14:40:00,12,0,19,2026-03-30 09:00:00
2000138,1000138,900077,900307,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,26,2026-03-30 09:00:00
2000139,1000139,900078,900077,2026-01-09 18:35:00,2026-01-09 19:00:00,12,0,33,2026-03-30 09:00:00
2000140,1000140,900078,900307,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,40,2026-03-30 09:00:00
2000141,1000141,900079,900129,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,47,2026-03-30 09:00:00
2000142,1000142,900079,900013,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,54,2026-03-30 09:00:00
2000143,1000143,900080,900177,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,61,2026-03-30 09:00:00
2000144,1000144,900080,900230,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,68,2026-03-30 09:00:00
2000145,1000145,900081,900227,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,12,2026-03-30 09:00:00
2000146,1000146,900081,900187,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,19,2026-03-30 09:00:00
2000147,1000147,900082,900151,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,26,2026-03-30 09:00:00
2000148,1000148,900082,900135,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,33,2026-03-30 09:00:00
2000149,1000149,900083,900040,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,0,2026-03-30 09:00:00
2000150,1000150,900083,900178,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,47,2026-03-30 09:00:00
2000151,1000151,900084,900189,2026-01-09 06:15:00,2026-01-09 06:40:00,12,0,54,2026-03-30 09:00:00
2000152,1000152,900084,900072,2026-01-10 07:05:00,2026-01-10 07:30:00,12,0,61,2026-03-30 09:00:00
2000153,1000153,900085,900030,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,68,2026-03-30 09:00:00
2000154,1000154,900085,900177,2026-01-09 09:25:00,2026-01-09 09:50:00,14,0,12,2026-03-30 09:00:00
2000155,1000155,900086,900197,2026-01-10 10:40:00,2026-01-10 11:05:00,12,0,19,2026-03-30 09:00:00
2000156,1000156,900086,900103,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,26,2026-03-30 09:00:00
2000157,1000157,900087,900225,2026-01-09 14:15:00,2026-01-09 14:40:00,12,0,33,2026-03-30 09:00:00
2000158,1000158,900087,900105,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,40,2026-03-30 09:00:00
2000159,1000159,900088,900159,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,47,2026-03-30 09:00:00
2000160,1000160,900088,900131,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,54,2026-03-30 09:00:00
2000161,1000161,900089,900229,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,61,2026-03-30 09:00:00
2000162,1000162,900089,900309,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,68,2026-03-30 09:00:00
2000163,1000163,900090,900136,2026-01-09 08:10:00,2026-01-09 08:35:00,12,0,12,2026-03-30 09:00:00
2000164,1000164,900090,900212,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,19,2026-03-30 09:00:00
2000165,1000165,900091,900092,2026-01-11 10:40:00,2026-01-11 11:05:00,13,0,26,2026-03-30 09:00:00
2000166,1000166,900091,900309,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,33,2026-03-30 09:00:00
2000167,1000167,900092,900091,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,40,2026-03-30 09:00:00
2000168,1000168,900092,900011,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,47,2026-03-30 09:00:00
2000169,1000169,900093,900094,2026-01-09 18:35:00,2026-01-09 19:00:00,12,0,54,2026-03-30 09:00:00
2000170,1000170,900093,900158,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,61,2026-03-30 09:00:00
2000171,1000171,900094,900093,2026-01-11 06:15:00,2026-01-11 06:40:00,12,0,68,2026-03-30 09:00:00
2000172,1000172,900094,900158,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,12,2026-03-30 09:00:00
2000173,1000173,900095,900272,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,19,2026-03-30 09:00:00
2000174,1000174,900095,900265,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,26,2026-03-30 09:00:00
2000175,1000175,900096,900153,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,33,2026-03-30 09:00:00
2000176,1000176,900096,900228,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,40,2026-03-30 09:00:00
2000177,1000177,900097,901043,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,47,2026-03-30 09:00:00
2000178,1000178,900097,900162,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,54,2026-03-30 09:00:00
2000179,1000179,900098,900306,2026-01-10 18:35:00,2026-01-10 19:00:00,13,0,61,2026-03-30 09:00:00
2000180,1000180,900098,900113,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,68,2026-03-30 09:00:00
2000181,1000181,900099,900033,2026-01-09 06:15:00,2026-01-09 06:40:00,12,0,12,2026-03-30 09:00:00
2000182,1000182,900099,900160,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,19,2026-03-30 09:00:00
2000183,1000183,900100,900071,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,26,2026-03-30 09:00:00
2000184,1000184,900100,900224,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,33,2026-03-30 09:00:00
2000185,1000185,900101,900128,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,40,2026-03-30 09:00:00
2000186,1000186,900101,900211,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,0,2026-03-30 09:00:00
2000187,1000187,900102,900154,2026-01-09 14:15:00,2026-01-09 14:40:00,12,0,54,2026-03-30 09:00:00
2000188,1000188,900102,900032,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,61,2026-03-30 09:00:00
2000189,1000189,900103,900074,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,68,2026-03-30 09:00:00
2000190,1000190,900103,900106,2026-01-09 20:10:00,2026-01-09 20:35:00,13,0,12,2026-03-30 09:00:00
2000191,1000191,900104,900285,2026-01-10 06:15:00,2026-01-10 06:40:00,12,0,19,2026-03-30 09:00:00
2000192,1000192,900104,900105,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,26,2026-03-30 09:00:00
2000193,1000193,900105,900225,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,33,2026-03-30 09:00:00
2000194,1000194,900105,900104,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,40,2026-03-30 09:00:00
2000195,1000195,900106,900074,2026-01-11 10:40:00,2026-01-11 11:05:00,12,0,47,2026-03-30 09:00:00
2000196,1000196,900106,900211,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,54,2026-03-30 09:00:00
2000197,1000197,900107,900293,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,61,2026-03-30 09:00:00
2000198,1000198,900107,900291,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,68,2026-03-30 09:00:00
2000199,1000199,900108,900076,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,12,2026-03-30 09:00:00
2000200,1000200,900108,900111,2026-01-10 20:10:00,2026-01-10 20:35:00,14,0,19,2026-03-30 09:00:00
2000201,1000201,900109,900276,2026-01-11 06:15:00,2026-01-11 06:40:00,12,0,26,2026-03-30 09:00:00
2000202,1000202,900109,900223,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,33,2026-03-30 09:00:00
2000203,1000203,900110,900038,2026-01-10 08:10:00,2026-01-10 08:35:00,13,0,40,2026-03-30 09:00:00
2000204,1000204,900110,900241,2026-01-11 09:25:00,2026-01-11 09:50:00,13,0,47,2026-03-30 09:00:00
2000205,1000205,900111,900044,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,54,2026-03-30 09:00:00
2000206,1000206,900111,900076,2026-01-10 12:05:00,2026-01-10 12:30:00,13,0,61,2026-03-30 09:00:00
2000207,1000207,900112,900198,2026-01-11 14:15:00,2026-01-11 14:40:00,13,0,68,2026-03-30 09:00:00
2000208,1000208,900112,900247,2026-01-09 16:20:00,2026-01-09 16:45:00,13,0,12,2026-03-30 09:00:00
2000209,1000209,900113,900287,2026-01-10 18:35:00,2026-01-10 19:00:00,12,0,19,2026-03-30 09:00:00
2000210,1000210,900113,900311,2026-01-11 20:10:00,2026-01-11 20:35:00,13,0,26,2026-03-30 09:00:00
2000211,1000211,900114,900036,2026-01-09 06:15:00,2026-01-09 06:40:00,12,0,33,2026-03-30 09:00:00
2000212,1000212,900114,900285,2026-01-10 07:05:00,2026-01-10 07:30:00,13,0,40,2026-03-30 09:00:00
2000213,1000213,900115,900214,2026-01-11 08:10:00,2026-01-11 08:35:00,13,0,47,2026-03-30 09:00:00
2000214,1000214,900115,900258,2026-01-09 09:25:00,2026-01-09 09:50:00,13,0,54,2026-03-30 09:00:00
2000215,1000215,900116,900037,2026-01-10 10:40:00,2026-01-10 11:05:00,13,0,61,2026-03-30 09:00:00
2000216,1000216,900116,900160,2026-01-11 12:05:00,2026-01-11 12:30:00,13,0,68,2026-03-30 09:00:00
2000217,1000217,900117,900065,2026-01-09 14:15:00,2026-01-09 14:40:00,13,0,12,2026-03-30 09:00:00
2000218,1000218,900117,900066,2026-01-10 16:20:00,2026-01-10 16:45:00,13,0,19,2026-03-30 09:00:00
2000219,1000219,900118,900156,2026-01-11 18:35:00,2026-01-11 19:00:00,13,0,26,2026-03-30 09:00:00
2000220,1000220,900118,900154,2026-01-09 20:10:00,2026-01-09 20:35:00,14,0,33,2026-03-30 09:00:00
2000221,1000221,900119,900222,2026-01-10 06:15:00,2026-01-10 06:40:00,13,0,40,2026-03-30 09:00:00
2000222,1000222,900119,900139,2026-01-11 07:05:00,2026-01-11 07:30:00,13,0,47,2026-03-30 09:00:00
2000223,1000223,900120,900202,2026-01-09 08:10:00,2026-01-09 08:35:00,13,0,0,2026-03-30 09:00:00
2000224,1000224,900120,900302,2026-01-10 09:25:00,2026-01-10 09:50:00,13,0,61,2026-03-30 09:00:00
2000225,1000225,900121,900454,2026-01-11 10:40:00,2026-01-11 11:05:00,12,0,68,2026-03-30 09:00:00
2000226,1000226,900121,900466,2026-01-09 12:05:00,2026-01-09 12:30:00,13,0,12,2026-03-30 09:00:00
2000227,1000227,900122,900251,2026-01-10 14:15:00,2026-01-10 14:40:00,13,0,19,2026-03-30 09:00:00
2000228,1000228,900122,900077,2026-01-11 16:20:00,2026-01-11 16:45:00,13,0,26,2026-03-30 09:00:00
2000229,1000229,900123,900057,2026-01-09 18:35:00,2026-01-09 19:00:00,13,0,33,2026-03-30 09:00:00
2000230,1000230,900123,900227,2026-01-10 20:10:00,2026-01-10 20:35:00,13,0,40,2026-03-30 09:00:00
2000231,1000231,900124,900313,2026-01-11 06:15:00,2026-01-11 06:40:00,13,0,47,2026-03-30 09:00:00
2000232,1000232,900124,900020,2026-01-09 07:05:00,2026-01-09 07:30:00,13,0,54,2026-03-30 09:00:00
2000233,1000233,900125,900018,2026-01-10 08:10:00,2026-01-10 08:35:00,14,0,61,2026-03-30 09:00:00
2000234,1000234,900125,900052,2026-01-11 09:25:00,2026-01-11 09:50:00,14,0,68,2026-03-30 09:00:00
2000235,1000235,900126,900029,2026-01-09 10:40:00,2026-01-09 11:05:00,13,0,12,2026-03-30 09:00:00
